GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,MIN_PER_GAME
Lineups,-203926-1626168-1628368-1631099-1631165-,D. McDermott - T. Lyles - D. Fox - K. Murray - K. Ellis,1610612758,SAC,6,0,6,0.0,24.0,112.7,113.0,100.6,100.0,12.1,13.0,0.556,3.33,14.9,0.379,0.84,0.593,0.065,0.478,0.508,94.5,94.58,78.81,46,0.535,447,6174,10467,6174,434,4020,4173,3810,5145,612,5428,2909,3243,2911,4565,5917,5783,8573,4411,4.0
Lineups,-1628378-1628386-1629636-1630241-1630596-,D. Mitchell - J. Allen - D. Garland - S. Merrill - E. Mobley,1610612739,CLE,4,3,1,0.75,24.0,105.0,103.7,103.1,103.7,1.9,0.0,0.682,3.0,19.2,0.273,0.741,0.483,0.093,0.491,0.506,107.7,108.08,90.06,54,0.498,917,561,3490,3632,422,4627,5509,4423,3723,656,3831,4291,4504,5684,5113,5871,5833,4669,5004,6.0
Lineups,-1627832-1628415-1630224-1631095-1641708-,F. VanVleet - D. Brooks - J. Green - J. Smith Jr. - A. Thompson,1610612745,HOU,11,5,6,0.455,24.0,71.8,67.3,107.5,114.5,-35.7,-47.2,0.091,0.11,1.8,0.207,0.483,0.345,0.184,0.365,0.403,103.1,102.57,85.47,49,0.039,149,242,10467,5490,410,7537,6306,7870,7371,5084,7372,5113,7641,7564,7451,7052,7338,6369,8435,2.1818181818181817
Lineups,-1627777-1628386-1629622-1629636-1629660-,G. Niang - J. Allen - M. Strus - D. Garland - T. Jerome,1610612739,CLE,8,6,2,0.75,24.0,118.5,120.0,122.5,115.7,-4.0,4.299999999999997,0.75,3.0,25.0,0.182,0.696,0.444,0.12,0.63,0.617,98.3,100.51,83.76,50,0.494,278,173,8517,3632,415,3365,6360,4270,3028,656,1577,5455,4920,6190,5742,2999,3879,6979,5029,3.0
Lineups,-203084-1628380-1629640-1630170-1642264-,H. Barnes - Z. Collins - K. Johnson - D. Vassell - S. Castle,1610612759,SAS,7,2,5,0.286,24.0,133.4,125.5,110.9,107.5,22.5,18.0,0.565,3.25,18.6,0.261,0.652,0.457,0.078,0.62,0.641,99.1,103.71,86.43,51,0.533,352,972,10375,5952,417,2913,5703,3485,5126,625,4029,4393,5906,6020,4796,3258,3470,5929,4450,3.4285714285714284
Lineups,-1627759-1628369-1628401-1629674-1630202-,J. Brown - J. Tatum - D. White - N. Queta - P. Pritchard,1610612738,BOS,10,6,4,0.6,24.0,119.6,110.2,115.5,114.3,4.1,-4.099999999999994,0.667,2.0,16.9,0.435,0.565,0.5,0.122,0.55,0.585,93.5,97.88,81.57,49,0.521,180,173,10169,4193,418,4237,6214,5706,3752,1393,4513,2439,6567,4036,5776,4250,4440,7744,4571,2.4
Lineups,-203924-1629028-1630166-1630703-1631101-,J. Grant - D. Ayton - D. Avdija - S. Henderson - S. Sharpe,1610612757,POR,6,5,1,0.833,24.0,111.1,112.0,102.8,100.0,8.3,12.0,0.455,1.0,14.5,0.36,0.786,0.585,0.2,0.557,0.579,100.9,101.91,84.93,50,0.508,447,242,3490,3523,426,4108,4173,3848,6455,2977,5484,3058,3796,2950,7571,4169,4584,6560,4711,4.0
Lineups,-203937-1627741-1630228-1630541-1641764-,K. Anderson - B. Hield - J. Kuminga - M. Moody - B. Podziemski,1610612744,GSW,4,2,2,0.5,24.0,94.3,97.9,107.4,105.9,-13.1,-8.0,0.722,1.63,19.7,0.192,0.643,0.426,0.167,0.524,0.513,99.6,98.52,82.1,48,0.349,917,972,8517,4350,415,5999,5617,5895,3463,2371,3755,5424,5938,6641,6851,4556,5658,7582,6624,6.0
Lineups,-203484-1628371-1629021-1630532-1641710-,K. Caldwell-Pope - J. Isaac - M. Wagner - F. Wagner - A. Black,1610612753,ORL,13,8,5,0.615,24.0,116.4,118.4,106.5,102.1,9.9,16.30000000000001,0.545,2.4,17.9,0.273,0.833,0.525,0.102,0.545,0.594,95.0,96.06,80.05,49,0.601,100,97,10375,4186,421,3580,5455,3627,5204,1252,4295,4291,3246,3874,5348,4322,4317,8200,3589,1.8461538461538463
Lineups,-201142-203078-203486-1626164-1628960-,K. Durant - B. Beal - M. Plumlee - D. Booker - G. Allen,1610612756,PHX,8,5,3,0.625,24.0,144.6,130.0,117.5,112.5,27.1,17.5,0.667,4.0,23.2,0.222,0.682,0.475,0.08,0.725,0.739,90.9,97.94,81.62,50,0.62,278,242,9709,4164,420,2679,6057,3502,3752,324,2393,4991,5015,5764,4803,2072,2241,7736,3414,3.0
Lineups,-201142-203078-203486-1626220-1628960-,K. Durant - B. Beal - M. Plumlee - R. O'Neale - G. Allen,1610612756,PHX,10,8,2,0.8,24.0,120.7,103.7,129.6,130.6,-8.9,-26.89999999999999,0.842,2.29,20.8,0.318,0.85,0.571,0.13,0.603,0.645,97.3,104.64,87.2,54,0.467,180,97,8517,3552,432,4627,7495,7043,2604,1313,3063,3903,3210,3043,6046,3414,3358,5635,5316,2.4
Lineups,-201142-203078-1626145-1626164-1630208-,K. Durant - B. Beal - T. Jones - D. Booker - N. Richards,1610612756,PHX,5,3,2,0.6,24.0,93.1,91.1,87.8,82.1,5.3,9.0,0.65,1.18,17.8,0.16,0.889,0.538,0.196,0.522,0.545,108.5,113.42,94.51,56,0.5,646,561,8517,4193,430,6278,3324,4033,4480,2932,4323,5703,2987,3628,7562,4575,5154,3453,4740,4.8
Lineups,-201142-203486-1626145-1626164-1628960-,K. Durant - M. Plumlee - T. Jones - D. Booker - G. Allen,1610612756,PHX,10,7,3,0.7,24.0,118.8,109.6,132.4,127.5,-13.6,-17.900000000000006,0.8,4.0,23.2,0.045,0.667,0.388,0.077,0.61,0.634,97.1,103.07,85.89,52,0.47,180,131,9709,3803,422,4293,7325,6484,2730,324,2393,6060,5047,7276,4719,3355,3550,6109,5292,2.4
Lineups,-202681-202691-1629023-1629029-1630230-,K. Irving - K. Thompson - P. Washington - L. Dončić - N. Marshall,1610612742,DAL,4,1,3,0.25,24.0,128.3,123.1,115.3,111.3,13.0,11.799999999999997,0.72,2.57,24.3,0.182,0.667,0.419,0.135,0.674,0.683,103.2,107.2,89.33,52,0.494,917,1965,9709,5969,437,3196,6002,3859,3472,1126,2249,5455,5047,6685,6143,2446,2832,4923,5026,6.0
Lineups,-202681-202691-203915-1629023-1641726-,K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Lively II,1610612742,DAL,5,2,3,0.4,24.0,101.3,96.3,67.8,69.8,33.6,26.5,0.667,3.5,18.7,0.226,0.75,0.475,0.074,0.471,0.488,104.1,105.15,87.63,54,0.71,646,972,9709,5532,408,6033,2674,3008,3752,565,4013,4984,4017,5770,4706,5968,6554,5480,2656,4.8
Lineups,-1628398-1629673-1630551-1642259-1642267-,K. Kuzma - J. Poole - J. Champagnie - A. Sarr - C. Carrington,1610612764,WAS,2,1,1,0.5,24.0,129.0,132.1,133.6,129.1,-4.6,3.0,0.786,3.67,27.2,0.286,0.679,0.51,0.113,0.625,0.657,105.8,106.3,88.59,53,0.529,2233,1965,3490,4350,409,2610,7427,4326,2938,547,1450,4109,5029,4005,5639,3016,3240,5168,4493,12.0
Lineups,-2544-203076-1629060-1629216-1631108-,L. James - A. Davis - R. Hachimura - G. Vincent - M. Christie,1610612747,LAL,8,4,4,0.5,24.0,116.1,110.2,101.3,98.0,14.8,12.200000000000003,0.696,4.0,23.9,0.1,0.714,0.415,0.082,0.598,0.606,93.1,97.1,80.91,49,0.565,278,353,10169,4350,413,4237,4153,3840,3658,324,2283,5975,4662,6780,4825,3606,4080,7971,4037,3.0
Lineups,-1626167-1627783-1629614-1631097-1641767-,M. Turner - P. Siakam - A. Nembhard - B. Mathurin - B. Sheppard,1610612754,IND,4,2,2,0.5,24.0,122.0,118.9,118.0,118.5,4.0,0.4000000000000057,0.654,2.83,23.6,0.1,0.773,0.452,0.113,0.644,0.661,107.4,108.52,90.44,53,0.512,917,972,8517,4350,431,3557,6583,4419,4466,1058,2317,5975,3921,6126,5639,2857,3182,4543,4679,6.0
Lineups,-202696-203897-1628366-1630245-1641824-,N. Vučević - Z. LaVine - L. Ball - A. Dosunmu - M. Buzelis,1610612741,CHI,7,2,5,0.286,24.0,132.0,128.3,138.2,133.3,-6.2,-5.0,0.615,3.2,22.5,0.105,0.667,0.4,0.094,0.667,0.701,100.7,103.93,86.61,53,0.514,352,972,10375,5952,419,2817,7552,5760,4671,638,2540,5969,5047,6845,5127,2458,2567,5850,4656,3.4285714285714284
Lineups,-201566-203967-1629008-1631124-1631212-,R. Westbrook - D. Šarić - M. Porter Jr. - J. Strawther - P. Watson,1610612743,DEN,6,3,3,0.5,24.0,63.2,58.2,119.0,114.5,-55.8,-56.3,0.727,1.33,12.1,0.086,0.667,0.322,0.109,0.314,0.351,104.5,110.92,92.44,55,0.136,447,561,9709,4350,425,8088,6306,8262,3418,2745,6376,6024,5047,8237,5431,7644,7760,3900,8099,4.0
Lineups,-203501-1630191-1630595-1631323-1641842-,T. Hardaway Jr. - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,1610612765,DET,8,4,4,0.5,24.0,110.0,110.6,142.1,141.7,-32.2,-31.099999999999994,0.55,1.1,18.0,0.2,0.571,0.417,0.213,0.647,0.662,96.2,96.07,80.06,47,0.356,278,353,10169,4350,429,4216,8217,7224,5195,2967,4276,5124,6460,6691,8100,2844,3180,8198,6570,3.0
Lineups,-204456-1626167-1630167-1630169-1641767-,T. McConnell - M. Turner - O. Toppin - T. Haliburton - B. Sheppard,1610612754,IND,11,8,3,0.727,24.0,136.1,124.6,125.6,116.4,10.5,8.199999999999989,0.64,2.67,21.3,0.111,0.563,0.4,0.105,0.69,0.737,104.1,113.1,94.25,57,0.558,149,97,9709,3774,428,3138,6391,4090,4534,1085,2942,5927,6570,6845,5380,2344,2259,3506,4106,2.1818181818181817
Lineups,-1629027-1629726-1630168-1630552-1642258-,T. Young - G. Mathews - O. Okongwu - J. Johnson - Z. Risacher,1610612737,ATL,6,3,3,0.5,24.0,122.9,124.5,110.8,109.1,12.1,15.400000000000006,0.44,1.83,14.1,0.5,0.619,0.549,0.113,0.509,0.553,106.7,106.78,88.98,53,0.544,447,561,9709,4350,411,3139,5780,3656,6507,2180,5880,1236,6117,3501,5639,4648,5040,5015,4293,4.0
Lineups,-201143-201950-1628369-1628401-1630573-,A. Horford - J. Holiday - J. Tatum - D. White - S. Hauser,1610612738,BOS,3,3,0,1.0,23.0,111.6,106.7,119.8,125.6,-8.2,-18.89999999999999,0.842,8.0,25.0,0.125,0.636,0.37,0.044,0.558,0.558,91.2,91.17,75.97,45,0.466,1386,561,1,1,454,4476,7236,6529,2604,23,1577,5863,5962,7459,4392,4158,4958,9199,5338,7.666666666666667
Lineups,-203952-1626172-1627741-1630228-1641764-,A. Wiggins - K. Looney - B. Hield - J. Kuminga - B. Podziemski,1610612744,GSW,6,2,4,0.333,23.0,115.3,110.2,79.4,70.0,35.9,40.2,0.5,1.67,14.9,0.32,0.808,0.569,0.122,0.547,0.564,95.3,103.76,86.47,49,0.646,447,972,10169,5613,463,4237,2675,2351,5281,2277,5428,3900,3496,3247,5776,4315,4844,5918,3188,3.8333333333333335
Lineups,-203078-203486-1626164-1626220-1628960-,B. Beal - M. Plumlee - D. Booker - R. O'Neale - G. Allen,1610612756,PHX,7,4,3,0.571,23.0,125.6,122.9,127.0,124.4,-1.4,-1.5,0.72,4.5,26.5,0.235,0.8,0.541,0.083,0.7,0.671,96.7,98.78,82.31,48,0.549,352,353,9709,4291,478,3215,6968,5613,3472,290,1511,4922,3506,3621,4830,2187,2974,7510,4210,3.2857142857142856
Lineups,-1627742-1630526-1630527-1630631-1642274-,B. Ingram - J. Robinson-Earl - B. Boston Jr. - J. Alvarado - Y. Missi,1610612740,NOP,3,0,3,0.0,23.0,97.7,100.0,126.7,123.4,-29.1,-23.400000000000006,0.667,1.33,18.8,0.318,0.577,0.458,0.2,0.513,0.535,94.9,95.04,79.2,45,0.352,1386,6174,9709,6174,453,4691,6938,6793,3752,2745,3942,3903,6458,5999,7571,4633,5276,8473,6607,7.666666666666667
Lineups,-201572-203081-1626171-1626192-1629018-,B. Lopez - D. Lillard - B. Portis - P. Connaughton - G. Trent Jr.,1610612749,MIL,6,3,3,0.5,23.0,106.5,107.3,112.4,113.2,-5.9,-5.900000000000006,0.571,1.5,15.6,0.345,0.724,0.534,0.145,0.49,0.542,111.5,110.69,92.24,55,0.476,447,561,9709,4350,440,4448,6160,5804,5024,2423,5211,3111,4626,3725,6572,5873,5197,4052,5211,3.8333333333333335
Lineups,-201572-203507-1626153-1627752-1641748-,B. Lopez - G. Antetokounmpo - D. Wright - T. Prince - A. Jackson Jr.,1610612749,MIL,4,2,2,0.5,23.0,111.3,110.4,119.9,115.7,-8.7,-5.299999999999997,0.65,1.63,19.7,0.227,0.808,0.542,0.167,0.571,0.594,102.4,104.67,87.22,48,0.467,917,972,8517,4350,471,4227,6360,5769,4480,2371,3755,4976,3496,3608,6851,3902,4321,5629,5319,5.75
Lineups,-1628449-1629628-1630558-1642367-1642419-,C. Boucher - R. Barrett - D. Mitchell - J. Mogbo - J. Battle,1610612761,TOR,7,3,4,0.429,23.0,96.6,92.2,96.2,96.1,0.5,-3.8999999999999915,0.667,1.0,16.4,0.37,0.633,0.509,0.235,0.5,0.515,105.7,108.24,90.2,51,0.455,352,561,10169,5506,477,6217,4104,5700,3752,2977,5047,3009,6004,4011,8323,4656,5642,4627,5454,3.2857142857142856
Lineups,-203991-203992-1629027-1630700-1642258-,C. Capela - B. Bogdanović - T. Young - D. Daniels - Z. Risacher,1610612737,ATL,8,6,2,0.75,23.0,100.3,100.0,98.3,98.0,2.0,2.0,0.684,2.6,16.5,0.429,0.655,0.531,0.096,0.389,0.442,108.4,108.74,90.62,52,0.556,278,173,8517,3632,470,4691,4158,4361,3714,1119,5044,2444,5898,3782,5161,6810,6958,4477,4118,2.875
Lineups,-203468-1627749-1630526-1630530-1642274-,C. McCollum - D. Murray - J. Robinson-Earl - T. Murphy III - Y. Missi,1610612740,NOP,5,1,4,0.2,23.0,104.3,102.0,159.8,166.7,-55.4,-64.69999999999999,0.667,2.33,19.7,0.25,0.625,0.4,0.118,0.523,0.532,106.1,104.99,87.49,51,0.275,646,1965,10169,6090,447,4678,9075,8490,3752,1268,3753,4415,6024,6845,5681,4565,5305,5528,7293,4.6
Lineups,-1626166-1628384-1628969-1628973-1630579-,C. Payne - O. Anunoby - M. Bridges - J. Brunson - J. Sims,1610612752,NYK,6,4,2,0.667,23.0,129.6,128.3,113.4,112.5,16.2,15.800000000000011,0.818,4.5,25.0,0.348,0.63,0.5,0.087,0.602,0.621,98.2,99.11,82.59,46,0.62,447,353,8517,3813,469,2818,6057,3648,2706,290,1577,3104,6015,4036,4951,3417,3817,7426,3413,3.8333333333333335
Lineups,-1626164-1626220-1628420-1628960-1642345-,D. Booker - R. O'Neale - M. Morris - G. Allen - O. Ighodaro,1610612756,PHX,8,4,4,0.5,23.0,123.3,116.7,81.7,83.0,41.6,33.7,0.6,4.0,17.6,0.32,0.724,0.537,0.063,0.557,0.579,95.6,97.51,81.25,48,0.695,278,353,10169,4350,442,3663,3341,2595,4722,324,4336,3900,4626,3696,4512,4169,4584,7860,2752,2.875
Lineups,-203081-203507-1626171-1627752-1629018-,D. Lillard - G. Antetokounmpo - B. Portis - T. Prince - G. Trent Jr.,1610612749,MIL,10,6,4,0.6,23.0,117.4,107.4,117.4,114.5,0.0,-7.099999999999994,0.773,3.4,23.0,0.136,0.583,0.37,0.093,0.61,0.639,105.6,111.71,93.09,54,0.536,180,173,10169,4193,439,4441,6306,5859,2990,610,2480,5848,6434,7459,5113,3355,3479,3773,4391,2.3
Lineups,-1626156-1630549-1630592-1631213-1641787-,D. Russell - D. Sharpe - J. Wilson - T. Martin - T. Evbuomwan,1610612751,BKN,4,1,3,0.25,23.0,126.0,125.5,120.2,124.4,5.8,1.0999999999999943,0.619,3.25,17.6,0.5,0.75,0.611,0.085,0.52,0.548,97.1,95.61,79.67,47,0.51,917,1965,9709,5969,458,2910,6968,4398,4656,625,4394,1236,4017,2462,4942,4592,5112,8343,4700,5.75
Lineups,-1626156-1629651-1630533-1630553-1630592-,D. Russell - N. Claxton - Z. Williams - K. Johnson - J. Wilson,1610612751,BKN,3,1,2,0.333,23.0,104.4,105.9,111.1,112.0,-6.7,-6.099999999999994,0.737,1.75,20.3,0.174,0.808,0.51,0.157,0.55,0.591,108.2,107.02,89.18,51,0.487,1386,1965,8517,5613,475,4537,6037,5811,3399,2218,3129,5513,3496,4005,6761,4250,4371,4979,5086,7.666666666666667
Lineups,-203471-203952-1627741-1630541-1631218-,D. Schröder - A. Wiggins - B. Hield - M. Moody - T. Jackson-Davis,1610612744,GSW,4,3,1,0.75,23.0,106.3,104.5,143.9,134.8,-37.6,-30.30000000000001,0.8,2.4,18.8,0.296,0.556,0.4,0.114,0.475,0.508,89.2,92.92,77.44,44,0.354,917,561,3490,3632,452,4598,7910,7194,2730,1252,3942,4068,6582,6845,5645,5931,5785,8873,6588,5.75
Lineups,-201569-1626162-1630178-1641737-1641741-,E. Gordon - K. Oubre Jr. - T. Maxey - A. Bona - R. Council IV,1610612755,PHI,5,2,3,0.4,23.0,137.2,134.7,112.6,108.0,24.6,26.69999999999999,0.682,3.75,22.4,0.2,0.636,0.5,0.082,0.649,0.7,100.1,103.15,85.96,49,0.68,646,972,9709,5532,459,2304,5735,2982,3723,543,2552,5124,5962,4036,4825,2840,2568,6091,2849,4.6
Lineups,-1628392-1628983-1630598-1631114-1641717-,I. Hartenstein - S. Gilgeous-Alexander - A. Wiggins - J. Williams - C. Wallace,1610612760,OKC,5,4,1,0.8,23.0,105.5,104.0,122.0,118.8,-16.5,-14.799999999999997,0.429,1.29,14.3,0.2,0.619,0.415,0.14,0.55,0.574,99.0,101.1,84.25,50,0.46,646,353,3490,3552,450,4611,6586,6277,6514,2840,5489,5124,6117,6780,6208,4250,4631,6810,5410,4.6
Lineups,-1627759-1628401-1628436-1630202-1630573-,J. Brown - D. White - L. Kornet - P. Pritchard - S. Hauser,1610612738,BOS,6,5,1,0.833,23.0,129.3,125.5,102.4,98.0,27.0,27.5,0.7,1.75,20.3,0.211,0.842,0.526,0.157,0.671,0.704,101.1,104.88,87.4,51,0.653,447,242,3490,3523,464,2913,4153,2953,3609,2218,3129,5096,3241,3839,6761,2454,2560,5560,3141,3.8333333333333335
Lineups,-203903-1628374-1629012-1631117-1641718-,J. Clarkson - L. Markkanen - C. Sexton - W. Kessler - K. George,1610612762,UTA,5,0,5,0.0,23.0,98.3,96.3,121.8,113.0,-23.5,-16.700000000000003,0.625,0.71,14.7,0.182,0.625,0.413,0.259,0.529,0.606,105.8,110.93,92.44,54,0.397,646,6174,10375,6174,443,6033,6143,6398,4594,4340,5459,5455,6024,6793,8883,4522,4087,3899,6180,4.6
Lineups,-203924-1629014-1629028-1630703-1641739-,J. Grant - A. Simons - D. Ayton - S. Henderson - T. Camara,1610612757,POR,9,2,7,0.222,23.0,45.9,44.2,113.5,109.6,-67.6,-65.39999999999999,0.375,0.19,4.8,0.267,0.609,0.415,0.308,0.224,0.28,103.5,107.35,89.46,52,-0.127,221,972,10516,6084,451,8579,5848,8506,6724,5077,7348,4357,6162,6779,9169,8162,8388,4874,9431,2.5555555555555554
Lineups,-203924-1630703-1631133-1631200-1642270-,J. Grant - S. Henderson - J. Walker - K. Murray - D. Clingan,1610612757,POR,4,2,2,0.5,23.0,119.8,118.4,99.3,98.0,20.5,20.400000000000006,0.476,1.0,13.5,0.556,0.607,0.582,0.204,0.533,0.575,102.3,103.7,86.42,49,0.585,917,972,8517,4350,472,3580,4153,3326,6429,2977,5939,1183,6166,2998,8043,4488,4615,5931,3779,5.75
Lineups,-1628991-1629723-1630217-1630590-1642377-,J. Jackson Jr. - J. Konchar - D. Bane - S. Pippen Jr. - J. Wells,1610612763,MEM,2,1,1,0.5,23.0,77.5,81.8,81.3,84.9,-3.9,-3.1000000000000085,0.737,1.08,17.9,0.29,0.667,0.484,0.236,0.417,0.44,118.4,112.78,93.98,55,0.472,2233,1965,3490,4350,460,6810,3498,5667,3399,2975,4283,4100,5047,5674,8336,6469,6966,3566,5262,11.5
Lineups,-1627751-1628449-1629628-1641711-1642347-,J. Poeltl - C. Boucher - R. Barrett - G. Dick - J. Shead,1610612761,TOR,10,4,6,0.4,23.0,141.4,139.2,100.8,95.9,40.7,43.29999999999998,0.897,3.71,30.6,0.444,0.727,0.6,0.137,0.723,0.722,102.0,105.3,87.75,51,0.675,180,353,10467,5532,467,2159,4099,2247,2492,546,910,2391,4569,2493,6181,2076,2404,5456,2887,2.3
Lineups,-202685-1628398-1630557-1641731-1642267-,J. Valančiūnas - K. Kuzma - C. Kispert - B. Coulibaly - B. Carrington,1610612764,WAS,11,1,10,0.091,23.0,90.9,83.9,116.2,111.5,-25.3,-27.599999999999994,0.647,1.22,14.3,0.333,0.826,0.547,0.161,0.422,0.463,107.1,113.85,94.88,56,0.362,149,1965,10577,6168,468,6683,6009,7060,4488,2899,5489,3127,3419,3514,6820,6453,6754,3369,6510,2.090909090909091
Lineups,-203484-1628371-1629048-1630532-1641710-,K. Caldwell-Pope - J. Isaac - G. Bitadze - F. Wagner - A. Black,1610612753,ORL,12,9,3,0.75,23.0,116.4,112.5,120.3,112.2,-3.9,0.29999999999999716,0.7,2.0,22.2,0.063,0.522,0.333,0.146,0.643,0.685,94.8,99.85,83.21,48,0.507,128,79,9709,3632,448,4032,6052,4421,3609,1393,2556,6052,6681,7568,6575,2858,2814,7205,4712,1.9166666666666667
Lineups,-201142-203078-1626145-1626164-1642345-,K. Durant - B. Beal - T. Jones - D. Booker - O. Ighodaro,1610612756,PHX,8,5,3,0.625,23.0,126.6,117.6,109.6,104.2,17.0,13.399999999999991,0.739,4.25,24.3,0.105,0.95,0.538,0.078,0.634,0.661,98.7,104.98,87.48,51,0.591,278,242,9709,4164,476,3620,5529,3785,3394,320,2256,5969,2912,3628,4796,2973,3186,5531,3731,2.875
Lineups,-202681-203915-1629023-1630230-1641726-,K. Irving - S. Dinwiddie - P. Washington - N. Marshall - D. Lively II,1610612742,DAL,6,5,1,0.833,23.0,119.3,114.0,128.7,130.2,-9.4,-16.19999999999999,0.632,2.0,19.0,0.381,0.667,0.5,0.14,0.538,0.569,88.7,90.2,75.16,43,0.423,447,242,3490,3523,464,3970,7481,6343,4576,1393,3857,2905,5047,4036,6201,4443,4734,9318,5826,3.8333333333333335
Lineups,-204001-1627759-1628369-1628401-1630202-,K. Porziņģis - J. Brown - J. Tatum - D. White - P. Pritchard,1610612738,BOS,5,3,2,0.6,23.0,120.7,120.8,115.7,115.1,5.0,5.700000000000003,0.591,4.33,18.1,0.222,0.792,0.49,0.057,0.553,0.592,109.6,109.84,91.54,53,0.57,646,561,8517,4193,455,3349,6323,4201,4966,312,4272,4991,3780,5635,4478,4229,4339,4200,3976,4.6
Lineups,-1630163-1630182-1631217-1641706-1642275-,L. Ball - J. Green - M. Diabate - B. Miller - T. Salaün,1610612766,CHA,3,0,3,0.0,23.0,112.6,112.8,97.7,95.8,14.9,17.0,0.45,1.13,13.6,0.435,0.905,0.659,0.17,0.547,0.575,96.7,97.61,81.34,47,0.578,1386,6174,9709,6174,445,4030,4094,3519,6473,2957,5913,2439,2957,2149,7244,4315,4618,7837,3854,7.666666666666667
Lineups,-2544-1627827-1629216-1629637-1630559-,L. James - D. Finney-Smith - G. Vincent - J. Hayes - A. Reaves,1610612747,LAL,3,2,1,0.667,23.0,114.0,118.6,92.3,91.1,21.8,27.5,0.471,2.0,13.8,0.304,0.645,0.5,0.093,0.539,0.583,94.4,93.18,77.65,43,0.673,1386,972,3490,3813,474,3574,3867,2956,6433,1393,5898,3987,5932,4036,5115,4416,4490,8846,2898,7.666666666666667
Lineups,-1628379-1630583-1631222-1641744-1642377-,L. Kennard - S. Aldama - J. LaRavia - Z. Edey - J. Wells,1610612763,MEM,4,3,1,0.75,23.0,128.6,129.2,95.0,93.9,33.6,35.29999999999998,0.68,1.42,23.3,0.5,0.722,0.618,0.25,0.725,0.735,102.3,102.71,85.59,48,0.655,917,561,3490,3632,473,2728,4010,2556,3729,2698,2387,1236,4633,2409,8366,2072,2284,6348,3117,5.75
Lineups,-1628374-1629012-1630548-1631117-1642268-,L. Markkanen - C. Sexton - J. Juzang - W. Kessler - I. Collier,1610612762,UTA,3,1,2,0.333,23.0,125.6,127.7,115.0,114.9,10.6,12.799999999999997,0.609,2.0,20.9,0.261,0.773,0.511,0.149,0.659,0.656,97.3,96.55,80.46,47,0.513,1386,1965,8517,5613,443,2835,6312,3817,4709,1393,3034,4393,3921,3995,6617,2754,3251,8117,4672,7.666666666666667
Lineups,-1627736-1630194-1631093-1631323-1641842-,M. Beasley - P. Reed - J. Ivey - S. Fontecchio - R. Holland II,1610612765,DET,7,4,3,0.571,23.0,131.7,129.2,126.2,123.5,5.5,5.699999999999989,0.542,2.17,19.4,0.316,0.667,0.5,0.125,0.651,0.673,101.5,103.56,86.3,48,0.464,352,353,9709,4291,461,2728,6939,4202,5227,1361,3795,3912,5047,4036,5787,2810,2958,5985,5363,3.2857142857142856
Lineups,-1626167-1629614-1630169-1631097-1641716-,M. Turner - A. Nembhard - T. Haliburton - B. Mathurin - J. Walker,1610612754,IND,6,5,1,0.833,23.0,126.6,129.2,119.3,114.9,7.4,14.299999999999983,0.455,2.0,15.9,0.238,0.895,0.55,0.104,0.616,0.66,97.2,97.99,81.66,48,0.517,447,242,3490,3523,449,2728,6312,3747,6455,1393,5142,4913,2985,3470,5371,3276,3190,7721,4611,3.8333333333333335
Lineups,-202696-203897-1630245-1631207-1641763-,N. Vučević - Z. LaVine - A. Dosunmu - D. Terry - J. Phillips,1610612741,CHI,10,6,4,0.6,23.0,136.9,128.0,113.9,101.9,22.9,26.099999999999994,0.68,4.25,21.8,0.407,0.826,0.6,0.08,0.588,0.607,99.3,108.59,90.49,50,0.551,180,173,10169,4193,480,2822,5451,3024,3729,320,2803,2608,3419,2493,4803,3683,4079,4525,4178,2.3
Lineups,-202696-203897-1628366-1630172-1630245-,N. Vučević - Z. LaVine - L. Ball - P. Williams - A. Dosunmu,1610612741,CHI,7,3,4,0.429,23.0,106.8,103.9,90.4,90.0,16.3,13.900000000000006,0.722,1.86,18.1,0.296,0.697,0.517,0.137,0.522,0.556,105.7,107.35,89.46,51,0.585,352,561,10169,5506,479,4618,3778,3756,3463,2171,4272,4068,4914,3953,6181,4575,4988,4877,3776,3.2857142857142856
Lineups,-202331-203954-1626162-1627824-1630178-,P. George - J. Embiid - K. Oubre Jr. - G. Yabusele - T. Maxey,1610612755,PHI,6,5,1,0.833,23.0,90.8,88.5,108.6,107.8,-17.8,-19.299999999999997,0.706,1.09,17.6,0.167,0.773,0.457,0.212,0.5,0.539,103.6,105.31,87.76,52,0.429,447,242,3490,3523,438,6435,5734,6555,3600,2970,4336,5517,3921,6020,8092,4656,5217,5451,5721,3.8333333333333335
